label_bias,words,label_opinion,group_id,text
Biased,monkey chants,,,
Non-biased,arrested for alleged,Entirely factual,63,White nationalist arrested for alleged threat against Ohio Jewish community center.
Biased,White nationalist,Expresses writer’s opinion,63,White nationalist arrested for alleged threat against Ohio Jewish community center.
Non-biased,threat,Entirely factual,63,White nationalist arrested for alleged threat against Ohio Jewish community center.
Biased,White nationalist,,,
Biased,White nationalist,Somewhat factual but also opinionated,63,White nationalist arrested for alleged threat against Ohio Jewish community center.
Non-biased,,Expresses writer’s opinion,63,White nationalist arrested for alleged threat against Ohio Jewish community center.
Non-biased,,Entirely factual,63,White nationalist arrested for alleged threat against Ohio Jewish community center.
Biased,White nationalist,Somewhat factual but also opinionated,63,White nationalist arrested for alleged threat against Ohio Jewish community center.
Non-biased,arrested,,,
Biased,White nationalist,,,
Biased,economy,Entirely factual,12,Since 1983
Non-biased,,Somewhat factual but also opinionated,12,Since 1983
Biased,inconvenient,Somewhat factual but also opinionated,12,Since 1983
Biased,inconvenient fact,Somewhat factual but also opinionated,12,Since 1983
Non-biased,,Entirely factual,12,Since 1983
Biased,inconvenient ,Somewhat factual but also opinionated,12,Since 1983
Non-biased,,Entirely factual,12,Since 1983
Non-biased,,Entirely factual,12,Since 1983
Non-biased,,Entirely factual,12,Since 1983
Biased,inconvenient,,,
Biased,jeopardize,Expresses writer’s opinion,34,Although U.S.-based sporting goods companies now produce almost none of their own gear
Non-biased,,Entirely factual,34,Although U.S.-based sporting goods companies now produce almost none of their own gear
Biased,white,,,
Biased,almost none,,,
Non-biased,increasing,,,
Biased,almost none,,,
Biased,jeopardize,Expresses writer’s opinion,34,Although U.S.-based sporting goods companies now produce almost none of their own gear
Non-biased,,Entirely factual,34,Although U.S.-based sporting goods companies now produce almost none of their own gear
Non-biased,,Entirely factual,34,Although U.S.-based sporting goods companies now produce almost none of their own gear
Biased,could still jeopardize thousands,Expresses writer’s opinion,34,Although U.S.-based sporting goods companies now produce almost none of their own gear
Biased, protector of students,Somewhat factual but also opinionated,5,The former administration presented itself as a protector of students against mistreatment by student loan companies that were seeking to collect debts owed and were accused of abusing student borrowers to pad their own profits
Biased,mistreatment,,,
Non-biased,,Somewhat factual but also opinionated,5,The former administration presented itself as a protector of students against mistreatment by student loan companies that were seeking to collect debts owed and were accused of abusing student borrowers to pad their own profits
Biased,mistreatment,,,
Biased,protector,,,
Non-biased,protector,,,
Biased,protector,,,
Non-biased,,Entirely factual,5,The former administration presented itself as a protector of students against mistreatment by student loan companies that were seeking to collect debts owed and were accused of abusing student borrowers to pad their own profits
Non-biased,presented ,Entirely factual,5,The former administration presented itself as a protector of students against mistreatment by student loan companies that were seeking to collect debts owed and were accused of abusing student borrowers to pad their own profits
Non-biased,,Entirely factual,5,The former administration presented itself as a protector of students against mistreatment by student loan companies that were seeking to collect debts owed and were accused of abusing student borrowers to pad their own profits
Non-biased,,Entirely factual,5,The former administration presented itself as a protector of students against mistreatment by student loan companies that were seeking to collect debts owed and were accused of abusing student borrowers to pad their own profits
Biased,blunt and colorful language,Somewhat factual but also opinionated,74,He pointed out
Biased,economic suicide,,,
Biased,economic suicide,,,
Biased,blunt and colorful,,,
Non-biased,,Entirely factual,74,He pointed out
Biased,blunt,,,
Non-biased,insanity,Entirely factual,74,He pointed out
Biased,colorful,,,
Biased,colorful,,,
Biased,insanity,Expresses writer’s opinion,74,He pointed out
Non-biased,create loopholes,Expresses writer’s opinion,8,Pelosi’s coronavirus plan uses the pandemic to cram provisions of the House Democrats’ H.R. 1 legislation into federal law. That legislation went even further in its efforts to create loopholes for voter fraud
Biased,cram,,,
Biased,cram provision,,,
Biased,to cram,,,
Biased,cram,,,
Biased,cram provision,,,
Biased,loopholes ,Expresses writer’s opinion,8,Pelosi’s coronavirus plan uses the pandemic to cram provisions of the House Democrats’ H.R. 1 legislation into federal law. That legislation went even further in its efforts to create loopholes for voter fraud
Biased,cram provisions,Somewhat factual but also opinionated,8,Pelosi’s coronavirus plan uses the pandemic to cram provisions of the House Democrats’ H.R. 1 legislation into federal law. That legislation went even further in its efforts to create loopholes for voter fraud
Biased,cram,,,
Biased,cram,,,
Biased,seem unaware,,,
Non-biased,,Entirely factual,15,Curiously
Biased,Curiously,,,
Biased,pouring,Somewhat factual but also opinionated,15,Curiously
Non-biased,,Somewhat factual but also opinionated,15,Curiously
Non-biased,,Entirely factual,15,Curiously
Biased,Curiously,,,
Non-biased,undocumented immigrants,,,
Biased,Curiously,,,
Biased,Curiously,,,
Biased,erroneous ,Entirely factual,21,That statement
Biased, listeners,Entirely factual,21,That statement
Biased,statement,,,
Biased,wrong impression,Expresses writer’s opinion,21,That statement
Non-biased,wrong,,,
Non-biased,,Entirely factual,21,That statement
Non-biased,95 percent of debt holder,,,
Non-biased, erroneous,Entirely factual,21,That statement
Biased,while true,Somewhat factual but also opinionated,21,That statement
Non-biased,,Entirely factual,21,That statement
Non-biased,,Somewhat factual but also opinionated,21,That statement
Non-biased,,Entirely factual,21,That statement
Biased,salve,,,
Biased,cradle-to-grave,,,
Biased,politicians,,,
Biased,pro,,,
Biased,pro-abortion,,,
Biased,pro-abortion,Expresses writer’s opinion,24,The argument that the real way to end abortion is to make abortion unnecessary by establishing a generous cradle-to-grave welfare state salves left-wing Christians' consciences for their support of radically pro-abortion politicians like Sen. Bernie Sanders.
Biased,make abortion unnecessary,,,
Biased,pro-abortion politicians,Expresses writer’s opinion,24,The argument that the real way to end abortion is to make abortion unnecessary by establishing a generous cradle-to-grave welfare state salves left-wing Christians' consciences for their support of radically pro-abortion politicians like Sen. Bernie Sanders.
Biased,radically,Expresses writer’s opinion,24,The argument that the real way to end abortion is to make abortion unnecessary by establishing a generous cradle-to-grave welfare state salves left-wing Christians' consciences for their support of radically pro-abortion politicians like Sen. Bernie Sanders.
Biased,left-wing,,,
Non-biased,scientific knowledge,Expresses writer’s opinion,78,But at least ISIS had enough common sense and scientific knowledge to realize that coronavirus posed a major threat to its members; in the U.S.
Biased,failed,,,
Biased,Christian Right and white nationalists,,,
Biased,common sense,,,
Biased,seriously,,,
Biased,enough common sense,Expresses writer’s opinion,78,But at least ISIS had enough common sense and scientific knowledge to realize that coronavirus posed a major threat to its members; in the U.S.
Biased,common sense,,,
Biased,common sense,Somewhat factual but also opinionated,78,But at least ISIS had enough common sense and scientific knowledge to realize that coronavirus posed a major threat to its members; in the U.S.
Biased,at least ISIS had,Expresses writer’s opinion,78,But at least ISIS had enough common sense and scientific knowledge to realize that coronavirus posed a major threat to its members; in the U.S.
Biased,common sense,,,
Biased,common sense,Expresses writer’s opinion,78,But at least ISIS had enough common sense and scientific knowledge to realize that coronavirus posed a major threat to its members; in the U.S.
Biased,Christian Right and white nationalists,Expresses writer’s opinion,78,But at least ISIS had enough common sense and scientific knowledge to realize that coronavirus posed a major threat to its members; in the U.S.
Non-biased,concessions,,,
msnbc,AIT9BZOULKWER,40,Female,Associate degree
msnbc,AQWH9UY6FVU21,30,Male,Bachelor’s degree
msnbc,MEREDITH,31,Female,Bachelor’s degree
msnbc,A32W24TWSWXW,50,Female,Bachelor’s degree
msnbc,A32AM1ZLLNQF81,48,Female,Bachelor’s degree
msnbc,A1TJZFTCYX4ASU,36,Male,Some college
msnbc,AYJGQBBK6KXZ7,35,Female,Bachelor’s degree
msnbc,A25ZOL1H79DW0P,37,Male,Graduate work
msnbc,A3R1X7QCXV61JJ ,26,Male,Bachelor’s degree
msnbc,A3PGUPNMOU5BPW,24,Male,High school graduate
,,,,
Biased,unconscious,,,
Biased,blasted,Expresses writer’s opinion,7,Former ESPN personality Jemele Hill attacked the NFL for its lack of black coaches
Biased,attacked,,,
Biased,insufficient,Expresses writer’s opinion,7,Former ESPN personality Jemele Hill attacked the NFL for its lack of black coaches
Non-biased,blasted,,,
Biased,attacked,,,
Biased,blasted,Somewhat factual but also opinionated,7,Former ESPN personality Jemele Hill attacked the NFL for its lack of black coaches
Biased,attacked,,,
Non-biased,blasted ,Expresses writer’s opinion,7,Former ESPN personality Jemele Hill attacked the NFL for its lack of black coaches
Non-biased,,Entirely factual,7,Former ESPN personality Jemele Hill attacked the NFL for its lack of black coaches
Non-biased,blasted ,Entirely factual,7,Former ESPN personality Jemele Hill attacked the NFL for its lack of black coaches
Biased,blames,,,
Non-biased,,Somewhat factual but also opinionated,3,Kendrick
Non-biased,drafted,Expresses writer’s opinion,3,Kendrick
Biased,testicular bill of rights.,Somewhat factual but also opinionated,3,Kendrick
Biased,blames ,Expresses writer’s opinion,3,Kendrick
Biased,supporters,,,
Biased,pro-life,,,
Biased,pro-life,Expresses writer’s opinion,3,Kendrick
Biased,blames men,,,
Biased,blames,,,
Biased,Planned Parenthood,,,
Non-biased,vaccinate ,Entirely factual,32,Investigators also found evidence to suggest that Koinis did not vaccinate children at parents' requests
Non-biased,suggest,,,
Non-biased,,Entirely factual,32,Investigators also found evidence to suggest that Koinis did not vaccinate children at parents' requests
Non-biased,suggest,Entirely factual,32,Investigators also found evidence to suggest that Koinis did not vaccinate children at parents' requests
Non-biased,,Entirely factual,32,Investigators also found evidence to suggest that Koinis did not vaccinate children at parents' requests
Non-biased,evidence,,,
Non-biased,,Entirely factual,32,Investigators also found evidence to suggest that Koinis did not vaccinate children at parents' requests
Non-biased,,Entirely factual,32,Investigators also found evidence to suggest that Koinis did not vaccinate children at parents' requests
Biased,Investigators,,,
Non-biased,,Entirely factual,14,Trump made the announcement on Twitter hours after Governor Roy Cooper
Non-biased,a Democrat,,,
Non-biased,,Entirely factual,14,Trump made the announcement on Twitter hours after Governor Roy Cooper
Non-biased,announcement,Entirely factual,14,Trump made the announcement on Twitter hours after Governor Roy Cooper
Non-biased,,Expresses writer’s opinion,14,Trump made the announcement on Twitter hours after Governor Roy Cooper
Biased,necessity,Entirely factual,14,Trump made the announcement on Twitter hours after Governor Roy Cooper
Non-biased,,Entirely factual,14,Trump made the announcement on Twitter hours after Governor Roy Cooper
Non-biased,,Entirely factual,14,Trump made the announcement on Twitter hours after Governor Roy Cooper
Non-biased,rejected,,,
Non-biased,rejected Republican demands,Entirely factual,14,Trump made the announcement on Twitter hours after Governor Roy Cooper
Non-biased,,Entirely factual,33,Sallie Mae sales employees were rewarded this week with a five-day
Biased,rewarded,Somewhat factual but also opinionated,33,Sallie Mae sales employees were rewarded this week with a five-day
Non-biased,rewarded,Entirely factual,33,Sallie Mae sales employees were rewarded this week with a five-day
Non-biased,achieving,Somewhat factual but also opinionated,33,Sallie Mae sales employees were rewarded this week with a five-day
Non-biased,,Entirely factual,33,Sallie Mae sales employees were rewarded this week with a five-day
Non-biased,,Entirely factual,33,Sallie Mae sales employees were rewarded this week with a five-day
Non-biased,debt ,Entirely factual,33,Sallie Mae sales employees were rewarded this week with a five-day
Non-biased,,Entirely factual,33,Sallie Mae sales employees were rewarded this week with a five-day
Non-biased,rewarded,Entirely factual,33,Sallie Mae sales employees were rewarded this week with a five-day
Non-biased,,Entirely factual,33,Sallie Mae sales employees were rewarded this week with a five-day
Biased,bureaucrats’,,,
Biased,weaponization,Somewhat factual but also opinionated,41,Yet it far better applies to unelected career bureaucrats’ use of their power to prosecute their political enemies
Biased,bureacracy weaponization,Entirely factual,41,Yet it far better applies to unelected career bureaucrats’ use of their power to prosecute their political enemies
Biased,weaponization,,,
Biased,hallmark of,,,
Biased,bureacracy weaponization,Expresses writer’s opinion,41,Yet it far better applies to unelected career bureaucrats’ use of their power to prosecute their political enemies
Biased, prosecute their political enemies,,,
Biased,ironies of ironies,Expresses writer’s opinion,41,Yet it far better applies to unelected career bureaucrats’ use of their power to prosecute their political enemies
Biased,bureaucrats,,,
Biased,ironies of ironies,,,
Non-biased,even,Somewhat factual but also opinionated,15,Earlier in the event
Non-biased,,Entirely factual,15,Earlier in the event
Non-biased,giants,Entirely factual,15,Earlier in the event
Biased,even jail executives.,Somewhat factual but also opinionated,15,Earlier in the event
Non-biased,,Entirely factual,15,Earlier in the event
Non-biased,,Entirely factual,15,Earlier in the event
Biased,Earlier in the event,Entirely factual,15,Earlier in the event
Non-biased,global warming,,,
Non-biased,vowed,Expresses writer’s opinion,15,Earlier in the event
Non-biased,vowed,,,
Non-biased,fuelled,,,
Non-biased,mainly fuelled,,,
Biased,erupted,,,
Non-biased,,Entirely factual,23,Since the migration crisis erupted in 2015
Biased,erupted,,,
Biased,erupted,,,
Non-biased,,Entirely factual,23,Since the migration crisis erupted in 2015
Biased, crisis erupted,,,
Non-biased,migration crisis,,,
Biased,crisis,Somewhat factual but also opinionated,23,Since the migration crisis erupted in 2015
Biased,it’s probably not a complete,Expresses writer’s opinion,61,In an age when media stardom apparently confers some kind of universal expertise
Biased,apparently,,,
Biased,provocateur,,,
Biased,universal expertise,,,
Biased,universal expertise,,,
Biased,trotting,,,
Non-biased,,Somewhat factual but also opinionated,61,In an age when media stardom apparently confers some kind of universal expertise
Biased,pundit/provocateur,,,
Biased,Republican House leaders,,,
Biased,pundit/provocateur,,,
Biased,ugly attempts,,,
Non-biased,,Entirely factual,64,If she doesn't want to thank him for his honorable service
Biased,honorable,,,
Biased,ugly,,,
Biased,ugly,,,
Biased,honorable,,,
Biased,honorable,,,
Biased,ugly,,,
Biased,ugly,,,
Biased,ugly attempts,,,
Non-biased,honorable service,,,
Non-biased,,Entirely factual,63,Facebook bans white nationalism from platform after pressure from civil rights groups.
Non-biased,,Entirely factual,63,Facebook bans white nationalism from platform after pressure from civil rights groups.
Non-biased,pressure,Entirely factual,63,Facebook bans white nationalism from platform after pressure from civil rights groups.
Biased,white nationalism,,,
Biased,pressure,,,
Non-biased,,Entirely factual,63,Facebook bans white nationalism from platform after pressure from civil rights groups.
Non-biased,,Entirely factual,63,Facebook bans white nationalism from platform after pressure from civil rights groups.
Biased,white nationalism,Somewhat factual but also opinionated,63,Facebook bans white nationalism from platform after pressure from civil rights groups.
Non-biased,bans,,,
Biased, bans,,,
Non-biased,,Entirely factual,76,Swiss voters will head to the polls to decide whether homophobia – hate crimes or discrimination based on sexual orientation –should be criminalized.
Non-biased,homophobia,Entirely factual,76,Swiss voters will head to the polls to decide whether homophobia – hate crimes or discrimination based on sexual orientation –should be criminalized.
Non-biased,,Entirely factual,76,Swiss voters will head to the polls to decide whether homophobia – hate crimes or discrimination based on sexual orientation –should be criminalized.
Non-biased,,Entirely factual,76,Swiss voters will head to the polls to decide whether homophobia – hate crimes or discrimination based on sexual orientation –should be criminalized.
Non-biased,homophobia,,,
Non-biased,homophobia – hate crimes ,Entirely factual,76,Swiss voters will head to the polls to decide whether homophobia – hate crimes or discrimination based on sexual orientation –should be criminalized.
Non-biased,homophobia,,,
Biased,homophobia,Somewhat factual but also opinionated,76,Swiss voters will head to the polls to decide whether homophobia – hate crimes or discrimination based on sexual orientation –should be criminalized.
Non-biased,based on sexual orientation,Entirely factual,76,Swiss voters will head to the polls to decide whether homophobia – hate crimes or discrimination based on sexual orientation –should be criminalized.
Non-biased,,Entirely factual,76,Swiss voters will head to the polls to decide whether homophobia – hate crimes or discrimination based on sexual orientation –should be criminalized.
Non-biased,,Entirely factual,76,Swiss voters will head to the polls to decide whether homophobia – hate crimes or discrimination based on sexual orientation –should be criminalized.
Biased,cheering,,,
Non-biased,,Entirely factual,53,Everywhere he went on Monday
Non-biased,,Entirely factual,53,Everywhere he went on Monday
Biased,Trump,Expresses writer’s opinion,53,Everywhere he went on Monday
Non-biased,,Entirely factual,53,Everywhere he went on Monday
Non-biased,,Entirely factual,53,Everywhere he went on Monday
Biased,cheering Indian citizens,Somewhat factual but also opinionated,53,Everywhere he went on Monday
Biased,greeted,,,
Biased,cheering,Expresses writer’s opinion,53,Everywhere he went on Monday
Biased,cheering,,,
Non-biased,,Entirely factual,53,Everywhere he went on Monday
Biased,cheering Indian citizens,Somewhat factual but also opinionated,53,Everywhere he went on Monday
Biased,Tuesday,,,
Non-biased,,Somewhat factual but also opinionated,20,Now researchers have offered an explanation: A study published Tuesday in the open peer-reviewed journal Proceedings of the Royal Society B finds that the microorganisms in the wax worm's gut help them consume and metabolize plastics.
Non-biased,,Somewhat factual but also opinionated,20,Now researchers have offered an explanation: A study published Tuesday in the open peer-reviewed journal Proceedings of the Royal Society B finds that the microorganisms in the wax worm's gut help them consume and metabolize plastics.
Non-biased,,Entirely factual,20,Now researchers have offered an explanation: A study published Tuesday in the open peer-reviewed journal Proceedings of the Royal Society B finds that the microorganisms in the wax worm's gut help them consume and metabolize plastics.
Non-biased,,Entirely factual,20,Now researchers have offered an explanation: A study published Tuesday in the open peer-reviewed journal Proceedings of the Royal Society B finds that the microorganisms in the wax worm's gut help them consume and metabolize plastics.
Non-biased,,Entirely factual,20,Now researchers have offered an explanation: A study published Tuesday in the open peer-reviewed journal Proceedings of the Royal Society B finds that the microorganisms in the wax worm's gut help them consume and metabolize plastics.
Non-biased,,Entirely factual,20,Now researchers have offered an explanation: A study published Tuesday in the open peer-reviewed journal Proceedings of the Royal Society B finds that the microorganisms in the wax worm's gut help them consume and metabolize plastics.
Biased,Society,Expresses writer’s opinion,20,Now researchers have offered an explanation: A study published Tuesday in the open peer-reviewed journal Proceedings of the Royal Society B finds that the microorganisms in the wax worm's gut help them consume and metabolize plastics.
Non-biased,peer-reviewed,Entirely factual,20,Now researchers have offered an explanation: A study published Tuesday in the open peer-reviewed journal Proceedings of the Royal Society B finds that the microorganisms in the wax worm's gut help them consume and metabolize plastics.
Non-biased,,Entirely factual,20,Now researchers have offered an explanation: A study published Tuesday in the open peer-reviewed journal Proceedings of the Royal Society B finds that the microorganisms in the wax worm's gut help them consume and metabolize plastics.
Non-biased,,Entirely factual,20,Now researchers have offered an explanation: A study published Tuesday in the open peer-reviewed journal Proceedings of the Royal Society B finds that the microorganisms in the wax worm's gut help them consume and metabolize plastics.
Non-biased,including private jets,Entirely factual,39,But the elimination of air travel strikes particularly close to the homes of Sens. Kirsten Gillibrand
Non-biased,particularly close,,,
Biased,particularly,,,
Non-biased,,Entirely factual,39,But the elimination of air travel strikes particularly close to the homes of Sens. Kirsten Gillibrand
Biased,extensively,Expresses writer’s opinion,39,But the elimination of air travel strikes particularly close to the homes of Sens. Kirsten Gillibrand
Biased,all of whom extensively ,Somewhat factual but also opinionated,39,But the elimination of air travel strikes particularly close to the homes of Sens. Kirsten Gillibrand
Non-biased,,Entirely factual,39,But the elimination of air travel strikes particularly close to the homes of Sens. Kirsten Gillibrand
Non-biased,Sens. Kirsten Gillibrand,,,
Non-biased,,Entirely factual,39,But the elimination of air travel strikes particularly close to the homes of Sens. Kirsten Gillibrand
Biased,particularly,,,
Non-biased,,Somewhat factual but also opinionated,39,But the elimination of air travel strikes particularly close to the homes of Sens. Kirsten Gillibrand
Biased,legal immigration,Somewhat factual but also opinionated,71,President Donald Trump took another step Thursday to crack down on legal immigration
Biased,crack down,,,
Non-biased,,Entirely factual,71,President Donald Trump took another step Thursday to crack down on legal immigration
Biased,crack down,Somewhat factual but also opinionated,71,President Donald Trump took another step Thursday to crack down on legal immigration
Biased,reimburse ,Entirely factual,71,President Donald Trump took another step Thursday to crack down on legal immigration
Biased,immigration,Expresses writer’s opinion,71,President Donald Trump took another step Thursday to crack down on legal immigration
Non-biased,crack down,,,
Non-biased,,Entirely factual,71,President Donald Trump took another step Thursday to crack down on legal immigration
Non-biased,,Expresses writer’s opinion,71,President Donald Trump took another step Thursday to crack down on legal immigration
Non-biased,,Entirely factual,71,President Donald Trump took another step Thursday to crack down on legal immigration
Biased,middle-class,Expresses writer’s opinion,55,The typical occupations held by middle-class Americans have changed over the years
Non-biased,,Entirely factual,55,The typical occupations held by middle-class Americans have changed over the years
Non-biased,,Entirely factual,55,The typical occupations held by middle-class Americans have changed over the years
Non-biased,middle-class,,,
Biased,greater,Expresses writer’s opinion,55,The typical occupations held by middle-class Americans have changed over the years
Non-biased,,Entirely factual,55,The typical occupations held by middle-class Americans have changed over the years
Non-biased,,Entirely factual,55,The typical occupations held by middle-class Americans have changed over the years
Non-biased,,Somewhat factual but also opinionated,55,The typical occupations held by middle-class Americans have changed over the years
Non-biased,,Entirely factual,55,The typical occupations held by middle-class Americans have changed over the years
Non-biased,amount ,Expresses writer’s opinion,55,The typical occupations held by middle-class Americans have changed over the years
Non-biased,,Entirely factual,36,The airline came under fire after a 25-year-old Japanese citizen
Non-biased,,Entirely factual,36,The airline came under fire after a 25-year-old Japanese citizen
Biased,to,,,
Non-biased,,Entirely factual,36,The airline came under fire after a 25-year-old Japanese citizen
Non-biased,fire,,,
Non-biased,,Entirely factual,36,The airline came under fire after a 25-year-old Japanese citizen
Non-biased,under fire,Somewhat factual but also opinionated,36,The airline came under fire after a 25-year-old Japanese citizen
Non-biased,,Entirely factual,36,The airline came under fire after a 25-year-old Japanese citizen
Biased,"""fit-to-fly""",Entirely factual,36,The airline came under fire after a 25-year-old Japanese citizen
Non-biased,under fire ,Entirely factual,36,The airline came under fire after a 25-year-old Japanese citizen
Biased,brasher,,,
Biased,brasher,,,
Biased,brasher,,,
Biased,brasher,Expresses writer’s opinion,23,But the skeptics have taken on a brasher
Biased,brasher,,,
Biased,brasher,,,
Biased,sher,,,
Biased,brasher,,,
Non-biased,,Entirely factual,23,But the skeptics have taken on a brasher
Biased,brasher,,,
Biased,misinformation,,,
Biased,pervasive,,,
Non-biased,pervasive,,,
Non-biased,anti-vaccination,Expresses writer’s opinion,29,Research shows combining vaccine misinformation with alternative medicine
Biased,pervasive,,,
Non-biased,,Expresses writer’s opinion,29,Research shows combining vaccine misinformation with alternative medicine
Biased,misinformation,Expresses writer’s opinion,29,Research shows combining vaccine misinformation with alternative medicine
Non-biased,misinformation,,,
Biased,pervasive,,,
Non-biased,,Entirely factual,29,Research shows combining vaccine misinformation with alternative medicine
Biased,pervasive,,,
Non-biased,Research,,,
Biased,under fire,Somewhat factual but also opinionated,14,U.S. Rep. Steve King
Non-biased, under fire,Somewhat factual but also opinionated,14,U.S. Rep. Steve King
Biased,white nationalism,,,
Biased,under fire,,,
Biased,endorsing,,,
Biased,supremacism,,,
Biased,under fire,,,
Biased,white nationalism,,,
Biased,white nationalism,,,
Non-biased,defending white nationalism,Entirely factual,14,U.S. Rep. Steve King
Biased,spiked,,,
Non-biased,spiked,Entirely factual,29,Remittances from the three Central Americans countries are being spiked by the growing inflow of asylum-seeking migrants into blue-collar jobs throughout the U.S. economy
Non-biased,spiked,Entirely factual,29,Remittances from the three Central Americans countries are being spiked by the growing inflow of asylum-seeking migrants into blue-collar jobs throughout the U.S. economy
Non-biased,asylum-seeking,Somewhat factual but also opinionated,29,Remittances from the three Central Americans countries are being spiked by the growing inflow of asylum-seeking migrants into blue-collar jobs throughout the U.S. economy
Non-biased,spiked,,,
Non-biased,,Entirely factual,29,Remittances from the three Central Americans countries are being spiked by the growing inflow of asylum-seeking migrants into blue-collar jobs throughout the U.S. economy
Non-biased,asylum-seeking migrants,Entirely factual,29,Remittances from the three Central Americans countries are being spiked by the growing inflow of asylum-seeking migrants into blue-collar jobs throughout the U.S. economy
Biased,spiked,,,
Non-biased,,Entirely factual,29,Remittances from the three Central Americans countries are being spiked by the growing inflow of asylum-seeking migrants into blue-collar jobs throughout the U.S. economy
Non-biased,,Entirely factual,29,Remittances from the three Central Americans countries are being spiked by the growing inflow of asylum-seeking migrants into blue-collar jobs throughout the U.S. economy
Non-biased,,Entirely factual,29,Remittances from the three Central Americans countries are being spiked by the growing inflow of asylum-seeking migrants into blue-collar jobs throughout the U.S. economy
Biased,spiked,Expresses writer’s opinion,29,Remittances from the three Central Americans countries are being spiked by the growing inflow of asylum-seeking migrants into blue-collar jobs throughout the U.S. economy
Biased,angry,,,
Biased,angry,Somewhat factual but also opinionated,22,Trump is “angry” that intelligence officials informed Sanders and other members of Congress about some of Russia’s meddling efforts in the 2020 election cycle
Biased,“angry”,,,
Biased,angry,Somewhat factual but also opinionated,22,Trump is “angry” that intelligence officials informed Sanders and other members of Congress about some of Russia’s meddling efforts in the 2020 election cycle
Non-biased,,Somewhat factual but also opinionated,22,Trump is “angry” that intelligence officials informed Sanders and other members of Congress about some of Russia’s meddling efforts in the 2020 election cycle
Non-biased,“angry”,,,
Biased,“angry”,Expresses writer’s opinion,22,Trump is “angry” that intelligence officials informed Sanders and other members of Congress about some of Russia’s meddling efforts in the 2020 election cycle
Biased,angry,Expresses writer’s opinion,22,Trump is “angry” that intelligence officials informed Sanders and other members of Congress about some of Russia’s meddling efforts in the 2020 election cycle
Biased,angry,Expresses writer’s opinion,22,Trump is “angry” that intelligence officials informed Sanders and other members of Congress about some of Russia’s meddling efforts in the 2020 election cycle
Biased,angry,Expresses writer’s opinion,22,Trump is “angry” that intelligence officials informed Sanders and other members of Congress about some of Russia’s meddling efforts in the 2020 election cycle
Biased,Of course,Somewhat factual but also opinionated,71,Of course Trump doesn’t care about other people
Biased,doesn’t care,,,
Non-biased,,Somewhat factual but also opinionated,71,Of course Trump doesn’t care about other people
Biased,doesn’t care,,,
Biased,appearance,Entirely factual,71,Of course Trump doesn’t care about other people
Biased,wearing ,Entirely factual,71,Of course Trump doesn’t care about other people
Biased,ego,,,
Biased,ego ,Somewhat factual but also opinionated,71,Of course Trump doesn’t care about other people
Biased,Trump doesn’t care,Expresses writer’s opinion,71,Of course Trump doesn’t care about other people
Biased,Of course,,,
Non-biased,,Somewhat factual but also opinionated,48,The wealthy are quite reasonably reluctant to give away more of their money than they have to and would simply move to more tax friendly jurisdictions
Non-biased,jurisdictions,Expresses writer’s opinion,48,The wealthy are quite reasonably reluctant to give away more of their money than they have to and would simply move to more tax friendly jurisdictions
Biased,give away,Expresses writer’s opinion,48,The wealthy are quite reasonably reluctant to give away more of their money than they have to and would simply move to more tax friendly jurisdictions
Non-biased,reluctant,,,
Biased,quite reasonably,,,
Non-biased,reluctant ,Entirely factual,48,The wealthy are quite reasonably reluctant to give away more of their money than they have to and would simply move to more tax friendly jurisdictions
Non-biased,,Entirely factual,48,The wealthy are quite reasonably reluctant to give away more of their money than they have to and would simply move to more tax friendly jurisdictions
Biased,quite reasonably,Somewhat factual but also opinionated,48,The wealthy are quite reasonably reluctant to give away more of their money than they have to and would simply move to more tax friendly jurisdictions
Non-biased,,Entirely factual,48,The wealthy are quite reasonably reluctant to give away more of their money than they have to and would simply move to more tax friendly jurisdictions
Non-biased,reluctant,Entirely factual,48,The wealthy are quite reasonably reluctant to give away more of their money than they have to and would simply move to more tax friendly jurisdictions
Non-biased,crisis,Entirely factual,15,Rep. Andy Barr (R-KY) said at a House Financial Services Committee hearing on Tuesday that Congress created the $1.5 trillion student loan debt crisis affecting 45 million Americans.
Non-biased,,Entirely factual,15,Rep. Andy Barr (R-KY) said at a House Financial Services Committee hearing on Tuesday that Congress created the $1.5 trillion student loan debt crisis affecting 45 million Americans.
Non-biased,crisis,Entirely factual,15,Rep. Andy Barr (R-KY) said at a House Financial Services Committee hearing on Tuesday that Congress created the $1.5 trillion student loan debt crisis affecting 45 million Americans.
Biased,created,,,
Biased,Congress created ,Somewhat factual but also opinionated,15,Rep. Andy Barr (R-KY) said at a House Financial Services Committee hearing on Tuesday that Congress created the $1.5 trillion student loan debt crisis affecting 45 million Americans.
Biased,crisis,Somewhat factual but also opinionated,15,Rep. Andy Barr (R-KY) said at a House Financial Services Committee hearing on Tuesday that Congress created the $1.5 trillion student loan debt crisis affecting 45 million Americans.
Non-biased,Rep. Andy Barr (R-KY,Expresses writer’s opinion,15,Rep. Andy Barr (R-KY) said at a House Financial Services Committee hearing on Tuesday that Congress created the $1.5 trillion student loan debt crisis affecting 45 million Americans.
Biased,crisis ,Entirely factual,15,Rep. Andy Barr (R-KY) said at a House Financial Services Committee hearing on Tuesday that Congress created the $1.5 trillion student loan debt crisis affecting 45 million Americans.
